sku,month,price_eur,units,demand_baseline
S0084,2024-09,22.9,28.1,27.27
S0084,2024-10,22.9,25.2,24.75
S0084,2024-11,22.9,12.5,12.89
S0084,2024-12,22.9,27.5,28.63
S0084,2025-01,22.9,13.7,15.0
S0084,2025-02,22.9,15.3,16.0
S0084,2025-03,22.9,23.8,23.66
S0084,2025-04,22.9,27.6,26.43
S0084,2025-05,22.9,9.6,9.86
S0084,2025-06,19.11,4.5,3.53
S0084,2025-07,21.59,20.5,19.35
S0084,2025-08,22.9,22.4,23.47
S0084,2025-09,22.9,40.8,39.6
S0084,2025-10,22.9,15.4,15.11
S0084,2025-11,22.9,19.9,18.72
S0084,2025-12,22.9,43.1,39.42
S0084,2026-01,22.9,16.0,14.92
S0084,2026-02,20.34,19.0,15.69
S0084,2026-03,22.9,31.0,33.15
S0084,2026-04,22.9,7.5,7.71
S0084,2026-05,22.9,33.0,33.42
S0084,2026-06,22.9,14.5,14.21
S0085,2024-07,17.34,13.6,14.44
S0085,2024-08,17.34,44.7,46.95
S0085,2024-09,17.34,31.1,32.37
S0085,2024-10,17.34,39.3,40.04
S0085,2024-11,17.34,78.9,70.49
S0085,2024-12,17.34,62.8,61.96
S0085,2025-01,13.22,71.2,50.58
S0085,2025-02,17.34,0.3,0.3
S0085,2025-03,17.34,47.2,43.33
S0085,2025-04,17.34,72.9,70.82
S0085,2025-05,17.34,108.1,109.75
S0085,2025-06,17.34,105.4,103.68
S0085,2025-07,17.34,50.7,51.04
S0085,2025-08,17.34,88.8,88.21
S0085,2025-09,13.1,138.6,100.64
S0085,2025-10,17.34,86.1,81.83
S0085,2025-11,17.34,55.5,55.4
S0085,2025-12,17.34,29.2,26.99
S0085,2026-01,15.29,61.7,59.15
S0085,2026-02,17.34,112.3,118.7
S0085,2026-03,17.34,43.5,43.12
S0085,2026-04,16.4,89.2,82.65
S0085,2026-05,17.34,32.5,33.69
S0085,2026-06,17.34,64.6,71.47
S0086,2024-07,25.2,43.8,40.26
S0086,2024-08,25.2,61.0,65.06
S0086,2024-09,25.2,39.6,38.67
S0086,2024-10,20.08,12.2,9.79
S0086,2024-11,25.2,42.9,45.64
S0086,2024-12,25.2,22.4,23.38
S0086,2025-01,25.2,0.1,0.1
S0086,2025-02,25.2,38.3,34.16
S0086,2025-03,25.2,5.2,5.6
S0086,2025-04,25.2,16.7,17.27
S0086,2025-05,19.62,25.7,18.72
S0086,2025-06,25.2,36.1,35.7
S0086,2025-07,25.2,0.1,0.1
S0086,2025-08,25.2,11.7,11.84
S0086,2025-09,22.02,38.5,30.65
S0086,2025-10,25.2,18.4,18.3
S0086,2025-11,25.2,0.1,0.1
S0086,2025-12,19.4,49.3,35.56
S0086,2026-01,25.2,19.7,18.92
S0086,2026-02,21.71,18.9,15.54
S0086,2026-03,25.2,4.8,4.88
S0086,2026-04,19.79,59.9,46.24
S0086,2026-05,25.2,27.9,26.49
S0086,2026-06,25.2,6.6,6.2
S0087,2024-07,0.95,8.1,6.99
S0087,2024-08,1.01,28.4,25.87
S0087,2024-09,1.01,17.9,16.77
S0087,2024-10,1.01,22.6,21.21
S0087,2024-11,1.01,16.8,16.0
S0087,2024-12,1.01,5.2,4.8
S0087,2025-01,1.01,17.8,18.97
S0087,2025-02,1.01,3.5,3.34
S0087,2025-03,1.01,26.8,25.01
S0087,2025-04,0.86,32.8,25.09
S0087,2025-05,1.01,5.3,5.47
S0087,2025-06,1.01,0.1,0.1
S0087,2025-07,1.01,8.9,9.92
S0087,2025-08,1.01,8.9,9.15
S0087,2025-09,1.01,21.6,22.68
S0087,2025-10,1.01,9.1,8.75
S0087,2025-11,1.01,23.5,22.89
S0087,2025-12,1.01,11.3,12.38
S0087,2026-01,0.8,26.9,18.71
S0087,2026-02,1.01,4.9,5.18
S0087,2026-03,1.01,32.2,30.97
S0087,2026-04,1.01,12.1,11.9
S0087,2026-05,1.01,5.6,5.66
S0087,2026-06,1.01,0.1,0.1
S0088,2024-07,1.82,22.3,21.86
S0088,2024-08,1.82,27.1,27.15
S0088,2024-09,1.82,34.8,33.64
S0088,2024-10,1.42,49.9,32.42
S0088,2024-11,1.82,37.4,36.07
S0088,2024-12,1.82,26.4,26.5
S0088,2025-01,1.69,34.3,26.9
S0088,2025-02,1.82,29.9,28.22
S0088,2025-03,1.82,27.6,27.54
S0088,2025-04,1.82,42.9,41.92
S0088,2025-05,1.82,36.8,36.6
S0088,2025-06,1.82,19.3,20.93
S0088,2025-07,1.72,25.0,23.17
S0088,2025-08,1.82,28.3,27.45
S0088,2025-09,1.82,31.9,31.62
S0088,2025-10,1.82,26.8,27.34
S0088,2025-11,1.82,26.3,26.74
S0088,2025-12,1.72,21.0,19.32
S0088,2026-01,1.69,26.0,21.35
S0088,2026-02,1.82,9.2,9.81
S0088,2026-03,1.7,29.9,27.13
S0088,2026-04,1.82,29.6,30.34
S0088,2026-05,1.82,31.4,30.66
S0088,2026-06,1.82,26.3,26.95
S0089,2024-07,1.83,24.4,23.3
S0089,2024-08,1.83,39.0,34.87
S0089,2024-09,1.83,26.0,24.78
S0089,2024-10,1.83,35.8,37.59
S0089,2024-11,1.46,44.6,31.63
S0089,2024-12,1.83,68.0,65.07
S0089,2025-01,1.83,48.1,55.91
S0089,2025-02,1.83,22.7,22.49
S0089,2025-03,1.83,48.8,47.7
S0089,2025-04,1.83,36.8,35.78
S0089,2025-05,1.83,33.7,32.26
S0089,2025-06,1.83,30.5,33.45
S0089,2025-07,1.83,15.5,16.16
S0089,2025-08,1.83,78.4,75.95
S0089,2025-09,1.83,65.2,81.47
S0089,2025-10,1.83,39.7,37.43
S0089,2025-11,1.83,47.0,45.65
S0089,2025-12,1.83,47.7,51.77
S0089,2026-01,1.83,34.6,37.14
S0089,2026-02,1.54,57.1,41.96
S0089,2026-03,1.83,69.9,57.51
S0089,2026-04,1.83,37.5,38.51
S0089,2026-05,1.83,40.2,39.36
S0089,2026-06,1.51,22.4,17.42
S0090,2024-07,287.09,16.2,15.6
S0090,2024-08,287.09,15.6,15.32
S0090,2024-09,287.09,20.3,20.36
S0090,2024-10,287.09,19.4,19.51
S0090,2024-11,287.09,19.1,18.85
S0090,2024-12,223.33,25.5,18.36
S0090,2025-01,287.09,14.5,14.96
S0090,2025-02,287.09,15.7,15.75
S0090,2025-03,287.09,19.1,19.02
S0090,2025-04,287.09,19.8,20.39
S0090,2025-05,287.09,16.1,16.74
S0090,2025-06,287.09,15.5,15.19
S0090,2025-07,287.09,14.6,14.86
S0090,2025-08,287.09,13.2,13.1
S0090,2025-09,224.71,25.6,17.53
S0090,2025-10,243.21,23.2,18.92
S0090,2025-11,287.09,17.3,17.37
S0090,2025-12,287.09,13.5,14.22
S0090,2026-01,287.09,12.5,11.85
S0090,2026-02,244.65,15.9,11.52
S0090,2026-03,287.09,14.5,14.54
S0090,2026-04,287.09,17.8,18.48
S0090,2026-05,287.09,17.7,18.06
S0090,2026-06,287.09,13.8,14.09
S0091,2024-07,0.96,25.6,24.6
S0091,2024-08,0.85,16.2,14.13
S0091,2024-09,0.96,38.4,39.65
S0091,2024-10,0.79,40.1,29.9
S0091,2024-11,0.96,26.9,26.37
S0091,2024-12,0.96,40.3,47.28
S0091,2025-01,0.96,44.2,45.27
S0091,2025-02,0.84,9.6,7.67
S0091,2025-03,0.86,27.8,22.38
S0091,2025-04,0.96,26.1,25.81
S0091,2025-05,0.96,7.9,8.15
S0091,2025-06,0.83,25.0,21.15
S0091,2025-07,0.96,32.9,34.34
S0091,2025-08,0.96,26.9,26.0
S0091,2025-09,0.96,15.8,15.51
S0091,2025-10,0.96,21.7,22.19
S0091,2025-11,0.82,4.2,3.36
S0091,2025-12,0.81,27.1,20.87
S0091,2026-01,0.96,24.5,24.16
S0091,2026-02,0.9,8.3,7.2
S0091,2026-03,0.96,27.1,25.69
S0091,2026-04,0.96,31.8,30.2
S0091,2026-05,0.79,26.9,19.51
S0091,2026-06,0.96,11.4,9.84
S0092,2024-07,0.74,136.7,105.23
S0092,2024-08,0.88,109.8,106.17
S0092,2024-09,0.88,122.9,129.33
S0092,2024-10,0.71,181.4,139.61
S0092,2024-11,0.78,153.0,121.63
S0092,2024-12,0.88,119.1,113.12
S0092,2025-01,0.66,144.1,99.98
S0092,2025-02,0.72,153.6,112.84
S0092,2025-03,0.88,136.7,132.29
S0092,2025-04,0.88,113.9,112.53
S0092,2025-05,0.88,134.7,126.51
S0092,2025-06,0.83,100.2,98.54
S0092,2025-07,0.88,88.1,94.91
S0092,2025-08,0.75,113.0,96.8
S0092,2025-09,0.88,137.8,135.47
S0092,2025-10,0.74,150.4,134.54
S0092,2025-11,0.88,121.3,105.13
S0092,2025-12,0.88,134.0,115.54
S0092,2026-01,0.88,93.5,95.52
S0092,2026-02,0.77,98.6,84.57
S0092,2026-03,0.73,146.1,121.51
S0092,2026-04,0.88,130.8,132.71
S0092,2026-05,0.88,117.5,116.54
S0092,2026-06,0.7,162.6,120.42
S0093,2024-07,38.25,35.6,36.0
S0093,2024-08,38.25,40.8,38.93
S0093,2024-09,38.25,50.4,51.23
S0093,2024-10,38.25,45.6,44.92
S0093,2024-11,31.84,74.9,55.75
S0093,2024-12,38.25,33.7,35.24
S0093,2025-01,38.25,45.9,45.47
S0093,2025-02,32.0,47.7,36.99
S0093,2025-03,38.25,27.3,28.99
S0093,2025-04,38.25,49.8,52.25
S0093,2025-05,38.25,42.9,41.95
S0093,2025-06,38.25,38.3,42.47
S0093,2025-07,29.45,82.1,55.54
S0093,2025-08,38.25,36.8,36.22
S0093,2025-09,38.25,32.7,31.98
S0093,2025-10,38.25,33.5,33.42
S0093,2025-11,38.25,32.8,36.43
S0093,2025-12,38.25,39.1,37.66
S0093,2026-01,38.25,39.2,38.85
S0093,2026-02,38.25,17.4,17.24
S0093,2026-03,31.57,54.5,40.87
S0093,2026-04,38.25,38.5,37.97
S0093,2026-05,38.25,38.5,36.96
S0093,2026-06,38.25,46.0,46.29
S0094,2024-07,11.21,6.9,6.4
S0094,2024-08,12.4,14.2,13.73
S0094,2024-09,12.4,13.7,14.02
S0094,2024-10,12.4,12.6,11.45
S0094,2024-11,9.96,11.3,8.94
S0094,2024-12,11.29,9.7,8.9
S0094,2025-01,12.4,7.0,7.04
S0094,2025-02,12.4,14.3,15.87
S0094,2025-03,10.08,18.7,14.53
S0094,2025-04,12.4,9.6,9.27
S0094,2025-05,12.4,12.0,12.26
S0094,2025-06,12.4,11.7,12.95
S0094,2025-07,9.75,14.3,11.6
S0094,2025-08,12.4,6.7,6.69
S0094,2025-09,12.4,10.7,11.09
S0094,2025-10,12.4,14.1,13.49
S0094,2025-11,12.4,10.3,10.7
S0094,2025-12,11.56,9.1,8.78
S0094,2026-01,12.4,2.8,3.05
S0094,2026-02,12.4,2.9,3.16
S0094,2026-03,12.4,6.7,6.91
S0094,2026-04,12.4,11.7,11.73
S0094,2026-05,12.4,13.8,13.17
S0094,2026-06,12.4,4.8,4.57
S0095,2024-07,6.92,8.2,8.36
S0095,2024-08,6.92,7.3,7.69
S0095,2024-09,6.92,6.1,6.02
S0095,2024-10,6.92,7.0,7.97
S0095,2024-11,6.92,4.8,4.89
S0095,2024-12,6.92,6.4,6.07
S0095,2025-01,6.92,3.5,3.51
S0095,2025-02,6.92,2.6,2.47
S0095,2025-03,6.92,6.5,7.16
S0095,2025-04,6.92,6.0,5.71
S0095,2025-05,5.26,13.2,6.3
S0095,2025-06,6.92,4.7,5.1
S0095,2025-07,5.68,9.6,5.63
S0095,2025-08,5.98,6.6,4.38
S0095,2025-09,6.92,6.4,6.27
S0095,2025-10,6.92,6.1,5.73
S0095,2025-11,5.52,7.5,4.2
S0095,2025-12,6.92,5.4,5.76
S0095,2026-01,6.29,3.0,2.37
S0095,2026-02,6.02,8.8,6.44
S0095,2026-03,6.4,11.4,9.26
S0095,2026-04,6.92,3.6,3.8
S0095,2026-05,6.92,6.0,6.52
S0095,2026-06,5.62,11.2,6.93
S0096,2024-07,5.34,35.2,31.02
S0096,2024-08,4.49,33.2,22.87
S0096,2024-09,4.53,49.4,31.47
S0096,2024-10,4.77,51.0,36.59
S0096,2024-11,5.7,28.7,26.06
S0096,2024-12,5.7,18.8,19.04
S0096,2025-01,5.34,24.9,22.71
S0096,2025-02,5.7,27.3,27.89
S0096,2025-03,5.7,30.4,30.64
S0096,2025-04,5.7,23.4,23.76
S0096,2025-05,5.7,19.3,19.98
S0096,2025-06,5.4,32.3,30.76
S0096,2025-07,5.7,0.1,0.1
S0096,2025-08,5.7,32.9,33.73
S0096,2025-09,4.34,33.2,21.87
S0096,2025-10,5.7,32.8,33.34
S0096,2025-11,5.7,6.4,6.68
S0096,2025-12,5.03,11.9,9.49
S0096,2026-01,5.7,13.9,13.3
S0096,2026-02,5.7,13.1,12.26
S0096,2026-03,5.7,11.6,12.38
S0096,2026-04,5.7,32.5,32.73
S0096,2026-05,5.7,34.3,34.21
S0096,2026-06,5.01,17.6,14.3
S0097,2024-07,4.94,36.9,38.48
S0097,2024-08,4.94,60.6,65.78
S0097,2024-09,4.94,77.5,77.91
S0097,2024-10,4.94,58.4,60.15
S0097,2024-11,4.64,71.5,65.72
S0097,2024-12,4.94,50.6,53.18
S0097,2025-01,4.94,65.9,68.87
S0097,2025-02,4.94,46.5,46.96
S0097,2025-03,4.34,85.2,77.73
S0097,2025-04,4.94,86.2,91.73
S0097,2025-05,3.86,136.2,87.63
S0097,2025-06,4.94,24.2,24.95
S0097,2025-07,3.79,101.2,67.31
S0097,2025-08,4.06,97.7,70.83
S0097,2025-09,4.94,53.1,53.57
S0097,2025-10,4.94,51.9,51.67
S0097,2025-11,4.94,84.1,87.39
S0097,2025-12,4.94,72.4,70.08
S0097,2026-01,4.94,81.6,72.85
S0097,2026-02,4.94,53.5,57.56
S0097,2026-03,4.94,41.7,42.77
S0097,2026-04,3.85,137.8,92.52
S0097,2026-05,4.94,53.6,56.11
S0097,2026-06,4.94,30.6,30.19
S0098,2024-07,1.84,33.3,33.42
S0098,2024-08,1.84,45.4,44.02
S0098,2024-09,1.84,108.0,114.49
S0098,2024-10,1.84,76.8,69.05
S0098,2024-11,1.43,186.0,109.06
S0098,2024-12,1.84,91.8,94.84
S0098,2025-01,1.84,57.3,57.63
S0098,2025-02,1.84,51.3,54.05
S0098,2025-03,1.57,97.2,71.19
S0098,2025-04,1.59,128.0,99.54
S0098,2025-05,1.84,61.4,61.53
S0098,2025-06,1.84,61.4,63.53
S0098,2025-07,1.84,55.8,58.0
S0098,2025-08,1.51,60.5,39.11
S0098,2025-09,1.84,114.3,122.12
S0098,2025-10,1.84,90.7,92.15
S0098,2025-11,1.84,9.2,9.85
S0098,2025-12,1.84,77.9,69.36
S0098,2026-01,1.52,0.1,0.1
S0098,2026-02,1.84,66.4,66.78
S0098,2026-03,1.84,78.4,76.62
S0098,2026-04,1.84,62.7,60.19
S0098,2026-05,1.84,73.1,66.42
S0098,2026-06,1.5,70.0,41.57
S0099,2024-07,0.71,100.9,105.7
S0099,2024-08,0.59,100.4,78.58
S0099,2024-09,0.59,243.7,196.04
S0099,2024-10,0.71,163.2,152.64
S0099,2024-11,0.71,55.5,57.14
S0099,2024-12,0.71,119.6,115.03
S0099,2025-01,0.71,0.1,0.1
S0099,2025-02,0.53,236.7,154.76
S0099,2025-03,0.71,91.1,104.07
S0099,2025-04,0.63,159.8,147.25
S0099,2025-05,0.71,91.3,96.78
S0099,2025-06,0.71,113.9,114.38
S0099,2025-07,0.71,0.1,0.1
S0099,2025-08,0.71,73.6,73.65
S0099,2025-09,0.71,217.3,206.53
S0099,2025-10,0.71,280.7,274.06
S0099,2025-11,0.71,97.4,110.5
S0099,2025-12,0.71,0.1,0.1
S0099,2026-01,0.71,0.1,0.1
S0099,2026-02,0.71,47.0,41.52
S0099,2026-03,0.54,228.8,159.25
S0099,2026-04,0.61,151.4,123.79
S0099,2026-05,0.71,63.0,64.0
S0099,2026-06,0.71,1.6,1.59
S0100,2024-07,1.83,57.3,44.1
S0100,2024-08,1.79,64.9,49.53
S0100,2024-09,2.12,57.8,57.74
S0100,2024-10,2.12,60.5,66.63
S0100,2024-11,2.12,55.2,54.39
S0100,2024-12,2.12,57.3,56.73
S0100,2025-01,1.75,59.4,45.97
S0100,2025-02,2.12,58.8,54.63
S0100,2025-03,1.91,73.8,63.0
S0100,2025-04,2.12,62.3,60.89
S0100,2025-05,2.12,62.0,59.37
S0100,2025-06,2.12,39.6,41.56
S0100,2025-07,2.12,47.0,45.39
S0100,2025-08,1.86,68.8,57.07
S0100,2025-09,2.12,73.6,69.55
S0100,2025-10,1.76,113.7,79.28
S0100,2025-11,1.87,75.8,63.73
S0100,2025-12,2.12,51.7,49.26
S0100,2026-01,2.12,55.9,56.89
S0100,2026-02,1.73,63.8,48.03
S0100,2026-03,2.12,63.0,61.73
S0100,2026-04,2.12,45.7,46.88
S0100,2026-05,2.12,58.6,59.27
S0100,2026-06,2.12,46.2,47.31
S0101,2024-07,2.42,28.0,30.21
S0101,2024-08,2.42,36.2,34.67
S0101,2024-09,2.42,37.8,38.78
S0101,2024-10,2.01,94.9,72.32
S0101,2024-11,2.42,63.8,61.68
S0101,2024-12,2.42,45.9,47.45
S0101,2025-01,2.42,22.0,21.39
S0101,2025-02,2.42,31.4,32.09
S0101,2025-03,1.83,70.7,44.2
S0101,2025-04,2.42,48.8,49.38
S0101,2025-05,2.42,41.6,41.18
S0101,2025-06,2.22,50.2,45.74
S0101,2025-07,2.42,51.9,51.51
S0101,2025-08,2.03,19.9,15.16
S0101,2025-09,2.42,48.7,49.79
S0101,2025-10,2.42,50.3,52.84
S0101,2025-11,2.42,45.5,46.45
S0101,2025-12,2.42,27.8,30.1
S0101,2026-01,2.42,35.8,35.31
S0101,2026-02,2.42,30.5,31.42
S0101,2026-03,2.13,35.4,28.44
S0101,2026-04,2.42,48.5,51.56
S0101,2026-05,1.94,80.0,57.85
S0101,2026-06,2.42,23.2,24.65
S0102,2024-07,6.52,23.2,17.86
S0102,2024-08,7.65,42.5,38.66
S0102,2024-09,7.65,12.4,10.84
S0102,2024-10,7.65,16.3,15.14
S0102,2024-11,7.65,29.0,27.18
S0102,2024-12,7.65,29.6,28.02
S0102,2025-01,7.01,18.7,16.28
S0102,2025-02,6.46,28.0,21.47
S0102,2025-03,7.65,22.0,21.97
S0102,2025-04,7.65,29.6,29.61
S0102,2025-05,7.65,30.0,30.1
S0102,2025-06,7.65,20.6,21.28
S0102,2025-07,7.65,16.5,15.94
S0102,2025-08,6.12,31.4,20.95
S0102,2025-09,7.65,32.4,32.34
S0102,2025-10,7.09,38.0,37.37
S0102,2025-11,7.65,30.5,32.75
S0102,2025-12,7.65,20.2,21.82
S0102,2026-01,7.65,30.3,29.73
S0102,2026-02,7.65,23.3,23.27
S0102,2026-03,7.65,20.1,20.16
S0102,2026-04,6.98,24.1,22.1
S0102,2026-05,6.04,40.3,23.65
S0102,2026-06,7.65,17.5,18.76
S0103,2024-07,2.02,3.0,2.92
S0103,2024-08,2.02,5.4,5.27
S0103,2024-09,2.02,4.8,4.26
S0103,2024-10,2.02,1.7,1.69
S0103,2024-11,1.62,7.8,5.46
S0103,2024-12,1.9,2.9,2.64
S0103,2025-01,1.79,4.2,3.57
S0103,2025-02,2.02,3.6,3.44
S0103,2025-03,2.02,4.0,4.04
S0103,2025-04,1.7,6.5,4.76
S0103,2025-05,1.71,2.2,1.74
S0103,2025-06,1.7,2.3,1.71
S0103,2025-07,2.02,2.7,2.72
S0103,2025-08,2.02,2.7,2.56
S0103,2025-09,2.02,2.0,2.07
S0103,2025-10,2.02,3.9,4.2
S0103,2025-11,2.02,5.1,5.18
S0103,2025-12,2.02,3.2,3.01
S0103,2026-01,1.71,1.6,1.23
S0103,2026-02,1.55,0.2,0.1
S0103,2026-03,2.02,3.2,3.07
S0103,2026-04,2.02,4.3,4.17
S0103,2026-05,2.02,2.7,2.68
S0103,2026-06,1.69,5.3,3.87
S0104,2024-07,3.52,1.9,1.58
S0104,2024-08,3.72,1.7,1.77
S0104,2024-09,3.72,2.2,2.16
S0104,2024-10,3.19,3.0,2.32
S0104,2024-11,3.72,1.6,1.57
S0104,2024-12,3.72,0.7,0.72
S0104,2025-01,3.72,1.3,1.42
S0104,2025-02,3.72,1.9,1.86
S0104,2025-03,3.72,2.4,2.41
S0104,2025-04,3.72,2.2,2.22
S0104,2025-05,3.72,1.0,1.01
S0104,2025-06,3.72,2.0,2.06
S0104,2025-07,3.72,0.7,0.61
S0104,2025-08,3.72,0.9,0.82
S0104,2025-09,3.72,0.8,0.84
S0104,2025-10,3.72,0.9,0.85
S0104,2025-11,3.72,1.3,1.25
S0104,2025-12,3.43,3.3,2.66
S0104,2026-01,3.72,2.5,2.5
S0104,2026-02,3.72,2.0,1.91
S0104,2026-03,3.72,1.1,1.15
S0104,2026-04,3.72,1.9,1.91
S0104,2026-05,2.95,3.5,2.01
S0104,2026-06,3.72,1.5,1.44
S0105,2024-07,1.63,1793.0,1356.71
S0105,2024-08,1.92,614.2,628.59
S0105,2024-09,1.92,586.9,587.42
S0105,2024-10,1.5,1223.1,759.06
S0105,2024-11,1.75,943.8,827.94
S0105,2024-12,1.92,677.3,684.18
S0105,2025-01,1.92,756.1,701.79
S0105,2025-02,1.66,1116.5,855.69
S0105,2025-03,1.92,480.0,486.87
S0105,2025-04,1.92,1449.3,1330.1
S0105,2025-05,1.51,1142.1,673.7
S0105,2025-06,1.81,598.4,550.12
S0105,2025-07,1.67,1146.0,825.05
S0105,2025-08,1.92,1055.2,966.14
S0105,2025-09,1.68,528.6,424.69
S0105,2025-10,1.56,951.1,643.6
S0105,2025-11,1.92,1189.2,1207.37
S0105,2025-12,1.92,855.8,843.19
S0105,2026-01,1.92,614.1,601.02
S0105,2026-02,1.92,168.6,184.94
S0105,2026-03,1.54,1101.5,654.92
S0105,2026-04,1.92,453.9,477.88
S0105,2026-05,1.51,696.4,414.9
S0105,2026-06,1.64,1230.5,888.82
S0106,2024-07,1.52,3.3,3.22
S0106,2024-08,1.26,4.7,3.56
S0106,2024-09,1.21,5.7,3.91
S0106,2024-10,1.52,4.4,4.57
S0106,2024-11,1.52,3.7,3.81
S0106,2024-12,1.52,4.2,4.21
S0106,2025-01,1.18,3.6,2.41
S0106,2025-02,1.52,3.5,3.63
S0106,2025-03,1.52,4.1,4.26
S0106,2025-04,1.52,4.4,4.42
S0106,2025-05,1.52,4.2,4.3
S0106,2025-06,1.52,3.5,3.35
S0106,2025-07,1.17,5.1,2.96
S0106,2025-08,1.52,4.0,3.85
S0106,2025-09,1.52,3.8,4.0
S0106,2025-10,1.35,5.6,4.42
S0106,2025-11,1.52,4.3,4.26
S0106,2025-12,1.52,3.3,3.27
S0106,2026-01,1.52,2.5,2.93
S0106,2026-02,1.52,3.3,3.3
S0106,2026-03,1.52,4.0,3.94
S0106,2026-04,1.52,4.9,4.94
S0106,2026-05,1.52,4.7,4.66
S0106,2026-06,1.52,3.8,3.82
S0107,2024-07,1.38,27.4,27.92
S0107,2024-08,1.05,44.1,26.2
S0107,2024-09,1.38,36.3,37.66
S0107,2024-10,1.38,30.5,31.64
S0107,2024-11,1.38,64.2,61.53
S0107,2024-12,1.38,20.4,19.45
S0107,2025-01,1.38,20.4,20.99
S0107,2025-02,1.38,29.6,29.56
S0107,2025-03,1.38,39.2,40.26
S0107,2025-04,1.38,37.7,36.59
S0107,2025-05,1.29,33.8,28.67
S0107,2025-06,1.38,14.0,15.31
S0107,2025-07,1.38,42.1,41.58
S0107,2025-08,1.1,64.8,40.07
S0107,2025-09,1.38,54.4,52.45
S0107,2025-10,1.05,51.0,27.52
S0107,2025-11,1.38,36.5,37.11
S0107,2025-12,1.38,32.1,30.13
S0107,2026-01,1.38,18.6,17.64
S0107,2026-02,1.21,34.5,30.23
S0107,2026-03,1.2,48.9,35.25
S0107,2026-04,1.38,63.7,65.13
S0107,2026-05,1.07,24.3,14.73
S0107,2026-06,1.3,29.1,23.38
S0108,2024-07,0.64,6.3,5.58
S0108,2024-08,0.7,5.9,5.75
S0108,2024-09,0.7,7.3,7.79
S0108,2024-10,0.7,9.0,8.39
S0108,2024-11,0.7,7.6,8.14
S0108,2024-12,0.65,7.9,7.32
S0108,2025-01,0.62,6.9,6.37
S0108,2025-02,0.7,6.2,6.48
S0108,2025-03,0.7,7.1,7.1
S0108,2025-04,0.7,9.3,9.45
S0108,2025-05,0.7,7.6,7.82
S0108,2025-06,0.7,6.2,6.62
S0108,2025-07,0.7,5.8,5.51
S0108,2025-08,0.7,7.4,7.43
S0108,2025-09,0.7,8.9,9.09
S0108,2025-10,0.7,9.8,9.67
S0108,2025-11,0.7,8.1,8.73
S0108,2025-12,0.7,7.5,7.21
S0108,2026-01,0.66,7.5,7.2
S0108,2026-02,0.7,7.2,6.61
S0108,2026-03,0.64,8.2,7.32
S0108,2026-04,0.7,7.8,7.74
S0108,2026-05,0.7,7.1,6.78
S0108,2026-06,0.7,7.7,7.53
S0109,2024-07,1.09,47.9,50.31
S0109,2024-08,1.09,76.4,78.94
S0109,2024-09,1.0,98.1,83.46
S0109,2024-10,0.94,177.3,119.29
S0109,2024-11,1.09,85.9,94.37
S0109,2024-12,1.0,114.8,97.79
S0109,2025-01,1.09,113.0,110.79
S0109,2025-02,1.09,98.7,101.06
S0109,2025-03,1.09,99.9,106.71
S0109,2025-04,1.09,92.2,96.03
S0109,2025-05,1.09,107.3,100.8
S0109,2025-06,0.97,87.5,75.59
S0109,2025-07,1.09,63.7,65.73
S0109,2025-08,1.09,72.5,72.75
S0109,2025-09,1.09,101.0,99.16
S0109,2025-10,1.09,110.3,120.1
S0109,2025-11,1.09,85.4,88.93
S0109,2025-12,0.97,109.0,96.45
S0109,2026-01,1.09,92.4,83.3
S0109,2026-02,1.09,80.4,79.02
S0109,2026-03,1.09,122.1,119.17
S0109,2026-04,1.09,107.4,111.97
S0109,2026-05,1.09,111.3,110.12
S0109,2026-06,0.9,124.9,98.31
S0110,2024-07,5.89,268.7,245.25
S0110,2024-08,5.89,136.7,133.11
S0110,2024-09,5.89,72.8,74.5
S0110,2024-10,5.3,0.1,0.1
S0110,2024-11,5.89,96.6,96.36
S0110,2024-12,5.89,128.5,134.16
S0110,2025-01,4.75,341.8,217.03
S0110,2025-02,5.89,158.5,152.75
S0110,2025-03,5.89,224.0,253.96
S0110,2025-04,5.89,251.0,245.53
S0110,2025-05,5.89,167.8,166.94
S0110,2025-06,5.89,65.5,67.13
S0110,2025-07,5.89,38.0,39.09
S0110,2025-08,5.89,110.6,108.77
S0110,2025-09,5.89,60.3,57.44
S0110,2025-10,4.87,271.9,175.32
S0110,2025-11,5.89,141.6,140.27
S0110,2025-12,5.89,139.5,134.84
S0110,2026-01,5.03,47.0,35.3
S0110,2026-02,5.39,299.8,232.74
S0110,2026-03,5.89,226.0,225.14
S0110,2026-04,5.89,253.5,267.76
S0110,2026-05,5.89,36.4,38.81
S0110,2026-06,4.59,258.6,154.6
S0111,2024-07,1.72,4.4,3.26
S0111,2024-08,2.11,3.0,2.94
S0111,2024-09,2.11,6.1,5.7
S0111,2024-10,2.11,4.9,4.96
S0111,2024-11,1.63,8.1,5.29
S0111,2024-12,2.11,4.1,4.29
S0111,2025-01,2.11,3.0,3.14
S0111,2025-02,2.11,3.3,3.29
S0111,2025-03,2.11,5.3,5.18
S0111,2025-04,2.11,6.0,5.92
S0111,2025-05,2.11,4.0,4.09
S0111,2025-06,2.11,4.9,4.86
S0111,2025-07,2.11,2.9,2.83
S0111,2025-08,2.11,2.8,2.76
S0111,2025-09,2.11,4.4,4.3
S0111,2025-10,2.11,5.3,5.25
S0111,2025-11,2.11,1.8,1.83
S0111,2025-12,1.86,2.5,1.98
S0111,2026-01,2.11,3.3,3.46
